Y_pred	Y_test
18	8
18	20
18	18
8	7
8	18
8	8
8	8
8	18
8	8
8	7
18	20
8	20
1	14
20	20
8	18
18	8
8	8
18	18
18	20
18	7
18	18
8	7
8	8
8	8
8	8
8	8
8	7
8	8
8	18
20	20
8	18
18	8
8	18
18	18
8	8
20	20
18	20
18	18
8	8
8	8
8	8
8	8
8	8
18	18
18	8
18	18
9	8
20	18
18	18
18	18
18	18
8	18
8	8
18	20
8	8
18	18
14	18
8	8
18	20
8	8
18	18
18	7
18	18
18	18
18	18
8	8
8	8
8	8
18	18
8	18
8	18
8	8
8	18
20	20
18	18
18	8
8	8
18	20
18	8
8	18
8	8
18	18
8	8
20	18
8	20
18	8
18	18
18	20
18	7
8	8
8	8
8	18
14	14
8	18
8	8
8	8
18	20
20	18
8	8
8	18
18	8
8	8
8	8
20	20
8	8
20	18
18	20
18	18
18	20
9	8
18	18
18	20
8	8
8	8
8	8
18	20
20	20
18	18
20	8
18	7
8	8
18	18
18	18
18	18
8	8
18	20
8	18
8	18
18	9
8	8
20	18
18	18
8	18
8	8
18	18
8	8
8	8
8	8
18	18
7	19
8	7
8	7
8	8
14	18
18	20
18	18
8	8
8	8
20	18
8	8
8	8
18	20
8	18
8	8
18	7
8	18
18	8
20	18
8	8
8	8
8	8
18	18
8	8
8	8
8	8
18	20
18	20
8	8
18	20
20	20
18	20
18	20
8	8
20	18
8	8
20	20
8	8
8	8
20	18
18	20
7	8
18	20
18	18
18	18
20	18
8	8
20	20
20	20
8	8
8	8
8	8
8	8
8	18
8	18
18	18
8	8
8	18
18	18
1	2
8	8
8	18
1	14
8	18
18	18
18	18
8	8
18	18
8	18
18	20
19	9
20	18
8	8
8	8
8	8
14	15
18	18
18	18
8	8
14	18
8	18
8	8
18	7
20	18
8	8
18	18
8	8
8	7
18	18
18	18
18	18
8	14
8	8
20	20
8	8
8	8
18	18
8	8
8	18
8	18
8	18
18	18
8	18
8	8
18	18
8	18
18	18
18	18
8	18
18	18
18	18
8	8
18	18
8	8
8	7
8	20
18	8
18	18
8	8
8	8
8	8
8	8
8	8
8	8
18	20
18	18
8	8
20	20
8	8
8	8
20	8
18	18
8	8
18	18
18	18
8	8
18	20
18	18
8	14
8	20
8	8
18	20
8	8
18	20
8	8
8	8
18	18
18	18
18	18
8	20
18	8
18	18
8	8
8	7
18	18
18	18
18	18
8	18
18	8
18	18
8	8
8	18
20	18
8	20
8	8
20	18
8	8
20	18
8	8
8	8
18	8
14	18
18	8
18	18
18	18
20	7
8	7
19	6
8	7
8	8
20	20
18	18
18	18
18	8
18	18
20	7
8	8
7	18
8	8
8	20
18	18
18	18
8	18
20	18
8	8
8	8
8	8
8	8
18	18
8	18
18	8
7	18
20	20
8	7
8	7
8	8
8	18
8	7
7	7
8	18
8	7
18	18
18	18
8	18
8	8
20	18
18	18
8	7
18	20
8	8
8	8
20	8
18	8
18	18
8	8
18	18
20	20
20	18
18	18
18	18
8	8
20	20
18	8
18	18
20	20
8	7
18	18
20	20
20	8
8	8
8	7
8	8
8	8
8	8
8	8
8	8
8	8
8	18
8	8
20	8
20	20
8	8
18	8
20	20
8	8
18	18
8	20
20	20
8	8
8	8
18	8
20	20
8	8
8	8
8	8
18	18
8	18
8	8
8	7
8	8
8	8
8	18
20	20
8	8
18	20
18	8
18	18
18	14
18	18
8	20
18	18
18	8
8	8
20	18
18	18
18	20
8	8
18	18
18	18
18	20
8	8
20	20
8	18
8	8
18	18
8	8
8	8
8	18
20	20
18	18
20	18
8	8
18	20
20	18
18	8
8	8
18	7
18	8
8	8
18	18
8	8
18	18
18	18
8	8
18	20
18	20
18	18
8	8
18	18
8	8
8	8
18	18
8	8
8	8
18	20
18	18
8	8
18	18
8	8
18	18
18	20
20	18
14	18
18	7
8	8
8	8
18	18
18	20
8	7
8	8
18	20
18	18
18	18
8	8
18	20
8	7
8	8
8	20
18	18
8	8
18	20
8	8
18	18
18	7
18	18
8	8
18	18
18	18
8	8
18	8
8	20
18	18
8	8
8	8
8	8
18	18
8	8
8	18
8	20
18	18
8	8
8	8
18	18
18	7
8	8
8	18
8	8
8	18
7	7
18	8
18	18
18	18
8	8
18	8
18	18
8	8
18	18
18	18
18	20
18	18
8	8
8	8
8	8
20	18
9	18
20	6
18	18
8	20
7	7
8	8
18	18
18	18
18	20
8	8
8	18
7	7
18	8
7	8
18	18
18	20
18	18
18	18
8	8
18	20
18	18
18	20
20	8
18	18
8	8
18	18
7	7
8	8
18	18
8	8
18	18
18	18
14	8
20	20
8	18
14	14
18	18
8	8
8	8
8	8
8	8
8	8
7	8
18	18
8	8
8	8
20	18
18	18
20	18
8	8
20	18
8	18
8	8
18	19
8	8
18	18
8	8
8	8
18	18
18	20
18	19
8	8
8	8
8	20
8	8
18	18
18	20
8	7
18	8
18	20
8	20
14	8
8	8
8	8
20	20
8	18
18	8
8	8
8	8
8	2
18	8
8	7
8	8
18	7
8	8
18	18
8	7
7	7
18	18
8	8
8	8
8	18
18	18
8	8
8	8
14	18
8	8
18	18
20	18
8	8
18	20
8	18
14	8
18	18
18	18
18	7
8	8
20	18
18	18
8	8
8	8
18	20
8	8
8	8
18	20
8	8
18	20
18	18
18	18
18	18
18	18
8	8
8	8
8	8
20	18
8	7
8	8
18	20
18	8
8	8
8	8
18	18
18	18
18	18
18	18
18	8
20	20
8	8
18	20
8	20
8	8
18	8
18	18
8	8
8	8
20	20
8	8
8	8
18	8
8	8
18	18
20	20
18	20
14	8
8	8
8	20
8	8
8	8
8	18
18	18
18	18
8	18
8	8
8	8
18	18
8	8
14	14
18	18
18	18
8	8
18	18
8	8
8	8
20	20
18	18
18	8
18	20
8	18
18	8
18	18
8	8
18	18
18	18
8	8
18	18
8	7
18	18
8	8
18	14
8	8
18	20
8	8
8	8
18	16
8	20
8	8
18	20
7	7
8	8
8	8
18	18
8	8
18	20
18	8
18	18
20	20
18	18
18	18
18	18
8	7
8	8
18	18
18	18
14	14
18	18
18	18
18	8
8	8
18	20
8	8
18	18
8	8
8	8
14	14
8	8
18	18
18	18
8	8
18	18
20	18
20	7
8	8
20	20
7	7
18	18
8	8
8	8
18	18
18	8
8	8
18	18
18	7
8	7
8	18
8	7
8	18
18	8
7	8
8	8
8	8
20	18
8	8
18	18
8	8
18	20
18	18
18	8
8	8
18	18
18	18
20	20
18	18
20	20
18	18
8	8
18	20
18	18
8	8
18	18
8	8
8	8
8	8
8	8
18	18
8	7
14	8
8	8
8	8
8	8
8	8
18	18
18	18
8	18
20	8
8	8
8	8
8	8
18	20
18	20
18	18
20	20
7	8
8	8
20	20
18	18
8	8
8	8
8	20
8	8
8	8
18	18
8	18
18	7
18	20
8	8
8	8
20	20
7	7
18	18
18	18
8	8
8	8
20	18
8	8
8	7
20	18
18	18
18	18
20	18
8	8
18	20
8	8
8	8
8	8
20	20
8	7
8	8
8	8
18	18
18	8
18	18
18	20
18	18
8	8
8	8
20	20
18	8
8	8
8	8
18	18
7	8
18	18
8	8
8	8
8	8
8	8
8	8
18	18
18	18
8	20
8	8
8	8
7	7
8	8
8	8
18	18
18	8
18	8
8	8
8	8
8	8
18	20
18	18
18	18
8	8
8	8
8	8
18	18
8	8
8	8
20	18
18	18
8	8
18	8
18	20
8	8
18	8
8	8
18	18
18	18
18	20
20	18
20	20
18	18
18	18
8	8
14	14
20	20
18	18
8	8
18	8
20	18
8	8
8	18
18	20
18	18
8	8
8	8
8	18
8	18
18	18
18	18
20	20
8	8
18	18
18	20
7	18
18	20
8	8
18	7
18	18
18	18
8	8
18	8
8	8
8	7
18	18
8	7
18	18
18	18
18	18
20	18
18	18
15	14
18	18
18	18
8	8
20	20
20	20
20	20
18	8
8	8
18	18
18	18
18	20
8	8
8	8
18	18
20	8
18	18
18	8
8	18
18	7
18	20
8	18
18	18
18	8
18	8
18	20
8	7
8	8
8	20
18	18
8	8
20	18
8	20
18	18
14	14
8	18
18	8
20	18
20	20
18	14
8	8
7	8
20	7
18	18
18	18
18	18
18	15
20	18
8	8
20	20
18	18
8	8
8	7
7	7
18	18
20	18
18	18
18	18
8	8
18	20
8	18
18	7
18	8
7	7
18	8
8	8
18	20
8	8
8	8
8	8
18	20
8	8
8	8
8	8
7	8
18	18
20	20
8	8
18	18
8	7
7	0
14	20
8	20
8	18
8	8
8	8
8	8
8	8
8	8
18	20
18	18
18	7
18	18
18	18
18	18
18	18
8	8
20	18
16	16
18	18
18	18
20	20
18	18
18	18
20	18
18	18
8	7
8	8
8	8
8	8
8	8
8	20
18	18
7	8
18	20
8	7
8	8
18	20
18	18
18	7
8	8
8	8
8	8
18	18
8	8
18	18
18	20
8	18
18	18
8	8
8	8
8	7
8	8
8	8
8	8
18	20
18	18
8	8
8	8
8	8
8	8
18	18
18	8
8	8
8	8
18	18
8	18
8	7
20	7
18	8
18	20
18	20
14	14
8	8
18	14
8	8
18	18
8	18
8	8
20	18
8	8
8	8
18	18
20	18
8	7
18	18
8	8
18	8
8	14
8	8
20	20
8	8
8	18
8	20
18	8
18	18
18	18
18	7
18	18
18	18
8	18
18	18
8	8
8	8
8	8
8	8
18	18
20	20
8	8
8	8
8	8
18	20
8	8
8	20
18	20
8	18
18	18
8	8
8	8
8	8
8	8
8	8
18	20
8	8
8	8
18	18
8	18
18	18
18	20
8	8
8	8
8	7
8	8
18	20
18	18
20	18
18	18
20	8
18	8
8	7
18	18
20	18
18	18
18	18
18	8
8	8
8	9
14	18
8	8
8	8
18	18
8	8
18	20
18	20
8	7
18	18
18	20
18	18
18	18
8	8
8	8
18	18
8	8
8	8
18	18
8	8
18	18
7	7
14	1
8	20
18	18
18	18
18	18
18	18
8	18
8	7
20	20
18	20
18	18
18	18
18	18
8	8
8	7
8	8
18	18
8	8
18	18
8	8
8	7
8	8
18	18
18	20
8	8
18	8
18	18
8	8
8	8
18	18
18	8
18	18
8	7
8	18
8	8
18	18
7	7
20	18
7	7
20	20
18	18
8	7
8	8
18	18
18	8
18	18
8	8
18	20
18	18
8	7
8	8
18	18
8	8
8	18
8	8
8	20
8	8
8	7
8	8
20	7
20	18
8	8
18	8
18	18
18	20
18	18
20	20
8	8
8	8
8	8
8	7
8	7
8	20
18	18
18	18
8	8
8	20
8	8
8	7
18	18
20	20
18	20
20	18
14	14
18	18
18	18
18	18
18	20
8	8
18	18
8	8
18	18
8	8
8	8
8	8
8	8
19	20
8	8
18	18
18	18
18	20
8	8
8	18
8	8
8	8
18	18
18	18
18	18
18	8
8	8
8	7
8	8
8	18
8	8
8	8
8	18
8	8
18	18
18	7
18	20
8	7
8	7
18	18
18	18
8	8
8	8
8	8
20	18
18	18
8	8
20	18
8	8
18	18
7	20
8	18
8	8
18	18
8	8
8	8
8	8
18	18
8	8
14	14
18	18
8	18
18	18
8	8
18	8
8	18
18	20
7	20
8	8
8	7
18	18
8	8
18	18
20	7
18	18
8	8
18	18
8	8
8	8
18	20
8	18
8	8
8	8
18	20
8	8
8	8
8	8
8	7
8	8
7	18
18	20
18	18
8	7
20	20
8	18
8	8
8	8
18	18
18	8
8	20
8	8
18	18
18	20
18	18
18	18
18	20
18	20
18	18
8	18
18	18
8	8
8	8
18	20
18	20
8	20
8	8
18	18
8	20
20	20
20	18
18	18
8	7
8	8
8	8
8	8
8	18
8	8
18	19
8	8
20	18
8	18
18	8
8	8
18	18
18	18
18	20
18	18
8	8
8	8
18	18
18	8
18	18
18	18
8	8
18	20
18	8
8	8
18	18
8	8
8	8
8	8
8	8
18	18
8	8
18	18
18	18
14	18
8	8
18	18
18	20
20	20
18	18
8	18
8	8
18	7
18	20
8	20
8	20
18	18
8	8
8	8
18	20
20	18
8	8
18	8
8	8
8	8
18	18
8	8
8	8
18	18
18	18
18	20
9	18
18	8
8	8
18	7
18	18
8	8
18	8
8	8
8	8
8	8
18	9
18	8
18	20
8	8
8	8
8	8
18	20
18	18
18	18
8	8
8	18
18	20
8	8
8	8
18	7
8	8
18	8
8	8
8	8
8	8
8	8
8	8
8	8
18	18
18	20
8	8
8	20
8	8
20	20
18	18
8	8
8	8
20	18
8	8
20	8
18	19
8	18
20	20
8	8
8	8
8	7
8	8
8	18
18	18
8	8
8	8
18	18
8	7
18	18
18	18
8	8
8	8
20	20
8	18
18	8
8	8
18	18
8	8
8	8
8	8
20	18
8	8
8	8
8	14
18	18
20	8
18	8
18	20
8	8
18	18
8	18
8	8
8	7
18	18
18	20
18	18
8	8
18	18
8	8
18	18
18	8
18	20
8	8
7	7
20	20
18	20
18	18
18	18
8	8
18	20
8	8
8	8
18	20
8	8
8	8
8	6
18	18
20	20
18	18
18	18
8	8
8	8
8	8
18	18
20	20
18	20
18	8
8	8
18	18
8	8
8	20
8	8
8	18
20	18
18	20
18	20
8	20
8	8
8	8
8	7
8	8
8	18
18	20
18	18
18	8
18	18
8	8
20	20
18	18
18	18
18	8
8	8
8	8
18	18
18	18
8	8
8	18
18	8
8	8
18	18
8	18
18	8
18	18
8	8
8	8
8	8
18	18
8	8
18	20
18	20
18	18
8	8
8	18
18	20
8	8
18	8
8	7
8	8
8	8
8	8
18	8
8	18
8	18
18	8
8	8
18	20
8	8
8	8
8	8
18	18
8	8
18	18
8	8
18	20
18	20
8	8
18	20
8	8
8	18
20	18
18	8
18	18
8	8
18	18
8	8
7	7
8	8
18	18
8	8
8	8
8	18
20	18
8	8
18	18
18	18
8	8
8	8
7	8
8	20
8	8
8	8
8	8
18	18
8	8
18	20
20	20
8	8
14	20
8	8
18	18
18	18
18	18
18	18
8	20
8	18
18	20
18	18
8	8
8	8
18	18
18	20
8	8
8	8
18	20
18	18
18	18
8	8
8	8
8	8
8	8
18	18
8	8
20	20
18	18
18	9
8	8
20	20
18	18
18	8
18	18
8	8
8	8
18	18
18	8
20	20
18	18
20	8
8	8
18	19
20	20
18	18
18	8
8	8
8	8
18	18
20	18
18	18
8	18
8	8
8	8
18	18
8	8
20	8
8	8
8	18
8	8
20	9
18	8
8	8
20	18
8	8
8	18
8	8
18	18
18	20
18	18
18	20
8	8
18	18
8	8
18	18
20	20
8	8
18	20
18	18
18	18
18	20
8	8
18	8
8	8
7	18
19	8
18	18
8	8
18	18
8	8
8	8
18	20
8	8
8	7
8	8
9	0
18	20
8	8
8	20
18	18
8	8
7	7
18	8
20	8
8	8
18	18
18	18
8	8
18	18
20	20
8	8
18	18
8	8
20	7
8	8
8	18
8	8
8	8
18	18
18	8
20	7
18	20
18	18
18	18
18	18
18	18
8	7
8	8
8	18
20	20
8	8
18	20
8	18
18	20
8	8
18	8
18	20
18	18
20	8
18	18
8	18
8	18
8	8
8	8
8	8
18	8
18	20
8	8
18	18
14	14
20	20
8	8
18	18
18	18
8	8
18	20
18	20
18	18
18	18
8	18
8	7
18	20
8	8
18	18
20	20
18	8
18	18
8	8
18	8
8	7
8	8
18	18
8	8
8	18
18	9
8	8
8	8
18	18
18	8
18	18
8	18
8	8
18	20
18	18
18	18
20	18
8	7
18	18
8	20
8	1
18	18
8	8
8	8
7	7
8	18
18	18
8	8
8	7
8	8
18	20
20	7
8	8
14	14
8	8
8	7
8	8
8	7
8	8
8	8
20	20
20	20
18	18
18	18
20	20
8	8
8	8
18	20
20	18
8	8
8	8
8	8
18	18
8	8
18	18
8	8
18	20
18	18
8	18
7	7
18	18
8	8
8	8
8	20
8	8
18	18
8	8
18	8
8	18
18	18
8	8
18	20
8	8
8	8
20	20
18	18
18	18
8	8
18	18
18	18
8	8
8	8
20	18
18	8
18	18
8	7
8	8
18	7
8	8
20	20
8	7
18	8
18	8
18	18
18	18
8	8
8	8
8	18
18	18
18	8
20	18
8	8
18	18
8	7
18	20
18	20
18	18
8	18
8	8
7	7
18	8
8	8
18	20
8	7
8	8
8	8
8	8
18	18
18	20
8	20
8	8
18	20
8	7
8	8
18	18
18	20
8	8
8	8
8	20
8	8
18	18
8	8
8	8
8	8
18	18
18	18
18	18
18	18
8	8
14	18
18	18
8	19
18	20
18	8
8	7
18	18
18	18
20	7
18	18
8	8
8	8
18	8
18	18
8	8
18	18
18	8
8	8
18	18
18	18
18	20
20	20
8	8
8	18
18	18
18	18
8	7
8	8
8	8
8	20
18	8
18	20
8	8
20	20
18	18
8	18
18	20
18	20
18	20
8	7
8	8
18	20
8	7
18	8
18	18
8	8
20	7
18	18
18	18
8	18
8	18
8	8
8	20
18	8
18	18
18	18
18	8
8	8
18	8
20	18
18	18
18	18
1	1
8	8
18	18
8	8
18	8
8	8
8	8
8	8
8	20
18	18
8	8
18	18
18	20
8	18
20	20
8	18
8	8
18	20
18	18
7	7
18	18
18	18
18	8
8	18
20	18
14	15
18	20
8	7
18	8
8	8
8	8
18	18
8	8
18	18
20	20
8	18
8	8
16	16
8	8
8	8
18	7
8	18
8	20
8	8
8	8
8	8
8	8
8	8
18	18
18	18
7	7
8	8
18	20
18	18
18	20
20	18
8	8
8	8
8	8
8	8
18	8
8	8
18	18
18	18
18	18
8	8
8	18
18	18
8	8
18	18
20	18
8	8
18	18
8	7
18	20
8	8
8	18
18	18
18	7
18	7
8	8
18	18
20	7
18	20
8	8
8	20
8	8
8	8
18	18
18	8
18	8
20	20
18	18
18	8
8	18
18	20
8	8
18	20
8	8
8	8
8	18
18	18
7	7
8	8
14	14
8	8
8	8
8	20
18	8
20	20
18	8
20	20
8	20
8	8
18	18
18	18
8	8
18	18
18	18
8	8
20	20
8	8
18	18
9	18
18	18
18	18
18	20
8	8
18	9
18	8
8	8
8	8
20	18
8	7
7	20
8	8
8	8
8	8
18	18
18	8
18	18
18	8
8	18
18	7
8	8
18	18
18	20
8	6
18	18
8	7
18	8
18	14
18	18
18	18
18	18
18	20
18	18
8	8
8	8
8	8
8	8
18	8
14	18
18	18
18	8
18	20
8	8
18	18
18	18
8	8
18	8
18	18
8	0
8	8
8	8
18	20
18	18
8	8
8	8
18	18
8	8
18	20
18	20
20	7
18	18
20	8
1	1
18	8
18	20
20	20
18	18
8	8
18	8
18	8
8	8
8	8
18	7
8	8
8	8
18	18
18	18
8	8
18	20
18	18
18	12
8	8
20	20
8	8
8	8
8	8
18	18
14	20
8	8
8	8
8	18
18	18
8	8
8	8
8	8
18	18
8	8
18	18
16	20
8	8
18	18
18	8
8	8
20	7
20	7
18	18
18	18
8	7
18	18
20	20
18	20
18	18
18	18
18	8
20	20
14	2
18	8
8	8
8	8
8	18
20	18
18	18
20	18
18	18
20	20
8	8
8	8
18	18
18	8
8	8
18	20
8	8
18	18
8	8
18	0
20	18
8	8
8	8
8	8
18	18
8	8
8	8
18	20
8	8
18	18
8	7
18	18
8	8
8	20
18	18
8	8
8	7
8	8
8	8
8	8
14	14
8	20
8	8
14	15
8	7
8	7
18	18
8	18
8	8
15	15
18	18
18	18
8	8
8	8
18	18
8	8
8	8
8	18
8	8
8	18
18	20
8	8
18	20
18	20
8	8
20	20
18	18
18	18
8	8
8	8
20	20
18	18
8	8
18	8
8	8
20	20
8	8
18	18
8	8
8	8
20	20
8	8
8	18
18	18
8	8
18	20
18	8
20	18
18	18
8	8
18	8
8	8
18	20
8	8
18	8
8	8
18	18
18	18
20	20
18	20
8	8
8	8
18	8
8	8
18	18
8	8
8	7
18	20
8	8
8	8
8	8
18	20
18	18
8	8
18	18
8	8
8	8
18	7
8	8
8	7
8	8
8	8
8	8
8	7
8	8
18	18
18	18
8	8
8	8
8	8
8	8
18	8
8	8
18	20
8	8
8	18
18	18
8	8
18	18
18	8
18	18
18	18
18	18
8	8
18	8
20	18
18	20
8	8
8	8
18	20
18	18
8	8
8	8
18	20
8	18
18	8
18	18
8	8
14	14
7	7
8	18
18	20
18	20
8	20
18	8
18	20
8	20
8	20
8	8
7	7
8	8
18	8
18	7
18	18
8	8
20	18
20	20
18	9
9	18
8	8
8	8
8	8
20	20
18	18
8	8
8	8
18	18
8	20
8	8
8	7
18	18
18	18
18	18
18	18
20	18
8	18
8	8
18	18
18	8
8	8
8	8
7	18
8	20
18	18
18	18
20	7
18	18
18	18
18	8
18	8
18	18
8	8
18	18
18	18
7	8
18	20
8	8
7	18
8	8
8	20
18	18
20	20
18	18
14	14
18	18
8	8
8	8
18	8
18	18
8	8
8	8
8	8
18	18
8	7
7	8
8	8
18	18
8	8
8	8
8	20
18	20
8	8
18	18
8	8
18	20
18	18
20	18
20	20
8	8
18	18
18	18
18	18
7	7
8	8
18	18
18	8
20	7
7	18
18	18
7	8
18	18
18	18
8	18
8	18
8	8
20	7
8	8
8	7
18	20
18	18
18	18
18	18
8	8
8	8
8	8
8	8
18	18
18	18
18	18
8	8
8	20
8	8
8	8
8	8
8	8
8	18
8	8
8	8
20	18
8	8
7	8
18	18
20	18
18	18
8	8
14	14
18	18
8	7
20	18
20	20
8	8
8	7
8	18
18	20
18	20
8	8
18	18
18	18
20	18
8	8
18	18
8	8
18	18
18	8
8	8
8	7
18	20
18	9
18	18
18	18
18	18
8	20
18	18
8	8
18	20
18	18
20	20
18	18
18	8
18	18
20	20
18	18
8	7
18	20
8	8
8	8
20	20
18	18
18	7
20	14
20	18
8	8
20	20
18	8
18	8
8	8
18	18
8	8
20	20
8	8
8	8
8	8
8	7
8	8
8	8
18	8
18	20
18	8
8	8
18	8
8	7
8	8
8	8
7	7
8	8
18	18
8	8
18	18
8	8
8	8
20	20
8	8
8	8
8	8
20	20
8	8
7	7
8	8
8	18
18	20
8	8
8	8
8	8
18	20
20	20
8	8
18	18
18	9
20	8
8	7
18	18
18	18
20	18
8	8
20	20
18	20
8	8
18	18
20	18
18	18
8	8
20	18
8	8
18	18
18	20
20	7
18	18
18	18
18	7
8	8
18	8
18	20
8	20
18	18
18	7
18	20
18	20
18	18
18	8
18	18
20	20
8	8
18	18
8	8
8	7
18	18
18	15
18	18
8	8
8	18
20	18
8	8
18	18
8	8
18	18
18	18
18	20
8	8
18	18
20	18
8	8
18	8
8	18
8	18
20	7
18	18
8	8
18	18
8	20
8	8
20	20
8	8
8	8
18	19
8	8
8	8
20	18
18	18
8	7
18	20
8	8
18	18
18	20
8	8
8	18
18	18
8	8
7	7
18	18
20	20
20	20
8	18
18	8
18	20
18	20
8	18
8	8
8	8
8	7
8	8
8	8
8	9
8	8
18	20
8	8
18	18
8	8
8	8
7	8
8	8
8	18
18	18
18	18
20	20
8	18
8	8
8	8
18	20
8	8
8	0
18	18
20	18
18	20
8	8
20	18
8	8
18	18
8	8
18	20
18	18
18	18
20	20
8	8
18	18
14	14
8	7
18	18
18	18
8	8
18	18
8	8
8	8
8	8
18	18
18	20
8	8
20	20
8	8
8	8
18	18
18	18
18	18
18	8
18	18
18	7
18	18
8	18
8	8
8	20
18	20
18	20
8	8
8	8
8	20
7	7
18	18
18	18
8	18
18	18
8	18
14	18
8	8
8	8
8	18
8	8
18	18
8	18
18	18
8	7
18	18
18	18
18	18
18	18
18	18
18	20
18	8
9	18
8	8
8	8
8	8
18	18
8	8
18	18
18	18
8	8
8	8
20	18
18	7
8	8
18	18
8	8
18	18
18	8
18	18
20	7
8	18
8	8
7	7
8	8
8	8
8	8
8	18
8	8
18	18
8	8
8	20
7	8
8	20
8	8
8	8
8	8
8	18
20	18
20	18
18	18
18	20
18	8
7	7
8	8
8	8
18	18
8	20
19	20
1	1
18	8
18	18
0	6
8	8
8	18
18	18
8	8
8	7
18	8
18	18
8	8
7	18
1	1
18	18
20	20
18	18
8	8
18	18
8	7
8	20
18	8
18	18
8	8
8	8
18	18
18	18
18	20
18	20
20	8
18	20
8	8
8	7
18	18
8	8
8	8
18	18
8	20
8	8
8	8
8	8
18	8
18	18
8	8
18	18
8	8
18	18
20	20
18	20
18	18
18	18
8	8
8	8
8	7
8	8
18	20
8	8
18	8
14	14
8	8
8	8
8	18
8	8
8	18
8	7
18	20
8	8
8	20
18	20
8	8
18	7
18	18
8	8
8	8
18	18
18	18
18	18
18	18
18	18
20	18
18	18
18	18
18	18
18	18
8	18
18	18
18	18
8	8
18	7
8	8
18	20
18	8
14	18
8	8
20	7
20	18
18	18
8	7
18	18
18	18
18	20
18	18
8	8
8	8
8	8
18	18
18	8
8	8
18	7
18	18
8	8
18	18
7	20
18	18
18	18
20	18
18	18
8	8
8	8
18	0
8	8
0	18
8	8
8	8
18	18
8	8
8	8
20	18
8	8
9	9
8	7
8	8
18	20
18	18
18	18
8	8
18	8
18	18
18	18
9	8
20	20
18	18
20	8
8	8
8	8
8	8
8	8
18	18
8	8
18	8
8	18
8	8
8	18
8	8
18	20
18	8
8	8
8	8
20	20
18	20
8	8
8	8
18	18
8	7
8	8
8	18
18	18
18	8
18	18
8	8
20	18
20	20
8	8
18	18
16	20
8	8
18	18
8	18
18	20
8	7
20	20
8	8
15	20
18	18
8	18
18	18
18	18
1	2
8	8
18	18
8	20
8	8
18	18
8	8
8	8
8	8
8	7
18	20
8	8
8	8
8	8
20	20
20	20
18	18
18	18
18	18
18	18
18	18
18	18
8	9
8	8
18	18
8	20
18	20
8	8
18	18
8	8
8	8
18	18
8	18
18	7
20	18
18	18
18	18
18	18
8	8
18	18
8	8
18	7
8	18
18	18
8	18
20	14
8	8
8	8
7	7
8	7
18	8
8	8
18	18
8	7
8	8
8	8
8	18
8	7
18	8
8	8
18	20
18	18
18	18
8	18
8	8
8	8
8	18
8	18
8	8
18	18
8	8
8	7
18	8
20	7
8	8
18	18
20	20
8	8
14	14
8	18
18	18
18	8
18	18
8	8
18	20
18	18
18	18
8	8
8	1
8	8
8	8
8	7
8	7
18	20
18	18
8	8
7	8
8	0
18	18
7	7
18	20
20	20
18	18
18	20
8	18
18	20
8	8
18	20
18	18
18	18
8	20
8	8
18	7
8	8
8	18
8	8
8	8
18	20
8	8
18	18
18	18
8	7
8	8
18	18
18	20
20	20
8	8
8	8
8	8
18	18
8	8
7	7
8	7
8	8
18	18
7	8
8	18
18	18
18	8
20	20
18	20
18	18
18	20
8	8
8	7
18	20
18	18
18	20
18	18
18	18
18	18
8	8
8	8
8	8
7	18
8	18
8	8
8	15
18	18
18	18
18	20
18	20
8	8
8	8
18	9
18	8
18	18
7	7
20	20
18	18
18	20
8	8
18	8
8	8
8	18
18	8
14	18
8	8
20	18
18	18
18	18
18	18
8	8
8	8
18	18
8	8
20	20
18	18
18	7
8	8
18	18
8	8
18	18
18	18
8	20
8	8
20	20
14	14
8	8
18	18
8	18
8	8
8	7
18	18
8	9
18	20
20	20
8	8
18	18
20	20
8	20
7	8
18	18
20	18
8	20
8	20
8	8
8	7
8	8
18	18
8	8
18	18
8	8
8	8
14	20
18	18
18	8
18	18
20	18
8	8
20	20
18	8
8	8
8	8
8	8
8	8
18	8
18	18
8	8
18	20
18	18
18	8
18	18
18	18
8	0
7	8
18	18
8	8
18	18
8	7
18	18
18	18
8	8
8	8
18	18
8	8
8	8
8	8
8	8
18	18
18	18
20	18
14	14
18	18
8	7
20	18
14	18
20	18
8	8
18	7
18	20
20	20
18	18
8	8
8	8
18	18
18	18
8	18
20	20
8	8
8	18
18	18
20	20
8	8
16	16
8	8
8	8
18	20
14	14
18	8
8	8
18	20
20	20
18	18
8	8
8	8
14	14
18	18
20	20
18	18
18	18
20	18
8	8
8	8
18	20
18	18
8	8
8	8
18	20
2	1
8	8
18	18
16	8
8	7
18	8
8	18
18	7
18	18
18	8
18	18
18	20
18	9
20	20
8	8
18	20
8	8
18	20
14	14
8	8
8	8
18	8
18	20
8	8
8	8
18	20
18	18
20	8
8	7
8	8
8	8
18	8
14	14
8	8
18	18
18	20
18	18
18	7
18	8
18	14
8	8
8	8
18	20
8	18
8	8
8	8
18	8
20	20
18	18
18	20
8	8
8	8
18	20
18	8
8	8
8	8
8	8
18	14
18	8
8	8
8	8
18	18
18	20
18	18
18	18
18	18
8	8
18	8
18	18
18	18
8	8
18	20
8	20
18	8
18	8
8	8
18	18
18	18
20	20
8	8
18	18
14	18
8	8
8	8
18	18
8	8
8	8
18	20
8	8
8	18
8	18
8	8
8	8
